conv_id,turn_id,speaker,utterance,dialog_act,empathy,emotion,emotional_polarity,self_disclosure,empathy_mean,da,gen_utterance,gen_dialog_act,gen_empathy,gen_emotional_polarity,gen_da,diff_word_len,diff_empathy,diff_emotional_polarity,text_similarity,wc,gen_wc,ppl,da_category,gen_da_category
477,0,Person 1,"ahoy, what did you think about the article?","('qo',)",0.560234845,0.706659138,0.774597049,0.787016571,1.410603794,qo,Greetings! I'm curious to know your thoughts and feelings about the article you recently read. How did it resonate with you?,"('fp', 'qo')",1.2742541091023578,0.5101721286773682,fp,13,0.7140192641023578,-0.2644249203226319,0.8290068268764372,8,21,14.109535217285156,question,forward
477,1,Person 2,"Hello, I do not find it shocking, when I go grocery shopping I find it kind of insane with how much food people have in their carts like no way they can eat it all","('sv',)",2.354839563,2.715030909,1.687318444,2.955718279,1.410603794,sv,Greetings! I can genuinely understand the feeling of astonishment when observing the amount of food people have in their carts during grocery shopping. It's quite overwhelming to think about whether they can consume it all or not.,"('sv',)",2.8034579914459514,1.1912202835083008,sv,2,0.4486184284459513,-0.4960981604916992,0.9157948378578942,35,37,32.53617477416992,opinion,opinion
477,2,Person 1,"I agree, i am guilty of it myself to be honest","('aa',)",1.706108689,2.392849445,1.689476967,2.997327089,1.410603794,aa,"I wholeheartedly concur, and I must humbly admit that I, too, have been guilty of the same behavior.","('sd',)",2.499182965464443,1.1929224729537964,sd,7,0.793074276464443,-0.4965544940462036,0.8788502472162084,11,18,10.87872314453125,agreement,fact
477,3,Person 2,I am pretty good with sticking to my recipes and my list but I have a problem with produce since it seems to go bad a lot of the time before we have time to eat it,"('sd',)",1.720752954,2.016332388,1.209879398,3.090903997,1.410603794,sd,"I can truly appreciate the effort you put into adhering to your recipes and grocery list. However, it's understandably disheartening when it comes to managing produce, as it often tends to spoil before you have the chance to enjoy it.","('sv',)",2.8731915476508467,1.0788699388504028,sv,3,1.1524385936508468,-0.1310094591495971,0.9009840061091056,37,40,18.93694305419922,fact,opinion
477,4,Person 1,Do you just throw it away then?,"('qy',)",1.087586999,1.272931695,1.196428537,1.344572663,1.410603794,qy,"Would you then gently let it go, releasing it from your grasp?","('qy',)",1.7432982172828404,0.9305083751678468,qy,5,0.6557112182828404,-0.2659201618321533,0.7827822963948905,7,12,32.11556625366211,question,question
477,5,Person 2,I try to cut off the bad pieces but sometimes its not salvageable,"('sd',)",2.327995062,2.274957895,1.730832338,2.396507978,1.410603794,sd,"I make an earnest effort to remove the unfavorable portions, but there are instances when, regrettably, it is beyond the scope of restoration.","('sd',)",2.5446680807554163,1.1776541471481323,sd,10,0.2166730187554164,-0.5531781908518676,0.8474826086213808,13,23,40.261260986328125,fact,fact
477,6,Person 1,"Nice, i usually just turn it into a shake of some sort!","('sd',)",1.457555532,2.106632471,0.419588238,2.129436255,1.410603794,sd,That's lovely! I typically transform it into a comforting and delightful shake of some kind!,"('sd',)",2.311394610446848,0.0662952587008476,sd,3,0.8538390784468477,-0.3532929792991524,0.9027927669658796,12,15,209.627197265625,fact,fact
477,7,Person 2,"Thats a good idea, my neighbor has a little compost that she uses for a garden which is cool. What type of food do you waste the most of","('sd',)",1.960178614,1.95574224,0.465205133,2.451621532,1.410603794,sd,"That's a wonderful thought! My neighbor has a quaint compost that she utilizes for her lovely garden, which is quite admirable. May I ask, what kind of food do you find yourself wasting the most?","('qo',)",2.2340017091992865,0.5184560418128967,qo,6,0.2738230951992866,0.0532509088128967,0.9406218405685298,29,35,41.85128402709961,fact,question
477,8,Person 1,Vegetables and rice,"('sd',)",0.7548123,0.83744812,0.839649916,1.352275252,1.410603794,sd,"The humble vegetables and rice, when combined, create a nourishing and comforting meal that brings warmth and sustenance to those who partake in its simple yet profound offering.","('sv',)",2.6551992290833035,0.4815467596054077,sv,25,1.9003869290833035,-0.3581031563945923,0.8188981458211799,3,28,29.355478286743164,fact,opinion
477,9,Person 2,"Yea I have a problem with wasting pasta, i guess people need to be more conscious of when they think they are making too much of something","('aa', 'sv')",2.208585501,2.159866571,1.738406539,2.52358532,1.410603794,aa,I can genuinely relate to your concern about wasting pasta! It's truly essential for people to be more mindful and aware when they feel they might be preparing an excessive amount of something.,"('aa',)",3.0922244575657727,0.8951358795166016,aa,6,0.8836389565657727,-0.8432706594833985,0.8937286262374604,27,33,47.89900970458984,agreement,agreement
477,10,Person 1,True! What kind of food do you cook the most?,"('qw',)",1.085108995,1.335405707,0.479330629,1.416232347,1.410603794,qw,"Indeed! I'm curious to know, what type of nourishing meals do you lovingly prepare most frequently?","('qw',)",1.5288460573144067,0.3496842980384826,qw,6,0.4437370623144068,-0.1296463309615174,0.8719767416646879,10,16,41.14544677734375,question,question
