conv_id,turn_id,speaker,utterance,dialog_act,empathy,emotional_polarity,da
477,0,Person 1,Greetings! How did the article resonate with your thoughts and feelings?,"('fp', 'qo')",1.1145377159118652,0.4335534870624542,fp
477,1,Person 2,"Greetings, I am not surprised, as I often observe during my grocery shopping experiences that the amount of food in people's carts seems overwhelming, and it's hard to imagine that they could possibly consume it all.","('sd',)",2.3113672733306885,1.227474570274353,sd
477,2,Person 1,"With a heavy heart, I concur and humbly admit that I, too, have been guilty of the same transgression. It is a poignant reminder of our shared human vulnerability.","('sv',)",3.227205514907837,1.2103286981582642,sv
477,3,Person 2,"While I diligently adhere to my recipes and grocery list, I find myself deeply troubled by the perishable nature of produce, as it often spoils before we have the opportunity to consume it.","('sd',)",2.452983856201172,1.3580639362335205,sd
477,4,Person 1,"In considering the act of discarding something, does your heart feel a sense of loss or reluctance to simply let it go?","('qy',)",2.3826143741607666,1.387964129447937,qy
477,5,Person 2,"Despite my earnest efforts to remove the unfavorable parts, there are moments when the situation is regrettably beyond redemption.","('sv',)",2.3879897594451904,1.5684781074523926,sv
477,6,Person 1,"Delightfully, I often find myself transforming it into a soothing and enjoyable shake of some sort!","('sd',)",2.165530204772949,0.1455291211605072,sd
477,7,Person 2,"It's truly heartwarming to know that your neighbor has embraced the environmentally-friendly practice of composting for their garden. As for you, which type of food do you find yourself discarding the most?","('qo',)",2.413515090942383,0.2914238572120666,qo
477,8,Person 1,The humble yet nourishing combination of vegetables and rice provides sustenance and comfort to countless individuals across the globe.,"('sv',)",2.465221881866455,0.5285983681678772,sv
477,9,Person 2,"I wholeheartedly concur with your perspective! The issue of wasting pasta indeed highlights the need for greater mindfulness and awareness when preparing food, so as to avoid creating an excess of something.","('aa',)",2.386106491088867,0.62124103307724,aa
477,10,Person 1,Indeed! What type of nourishment do you lovingly prepare most frequently?,"('qw',)",1.2527236938476562,0.4105388224124908,qw
477,11,Person 2,"Despite my earnest efforts to diversify our meals with steak, fish, quesadillas, chili, and grilled chicken, I find myself compassionately preparing separate dishes to accommodate the unique preferences of my loved ones with more selective tastes.","('sd',)",2.046941041946411,0.6935797929763794,sd
477,12,Person 1,"The thought of that delightful dish fills me with longing, and I sincerely wish I possessed the skills to create such a culinary masterpiece.","('sd',)",2.8091964721679688,0.6025334596633911,sd
477,13,Person 2,Which delightful dish do you typically prepare with your loving touch?,"('qw',)",0.9358451962471008,0.4164616167545318,qw
477,14,Person 1,My humble and modest meal typically consists of the comforting simplicity of rice accompanied by eggs.,(),1.3512375354766846,0.724645733833313,none
477,15,Person 2,"Indeed, I couldn't agree more! Acquiring the skill of cooking is truly invaluable. May I kindly inquire about your age?",(),1.5277361869812012,0.4100641012191772,none
477,16,Person 1,"Embracing the journey of life, I have gracefully reached the milestone of 40 years.","('sd',)",1.996883034706116,0.4138463139533996,sd
477,17,Person 2,"At the age of 30, I am deeply grateful for the enriching experiences I gained in the culinary world, thanks to my college boyfriend who was a talented chef.","('sd',)",2.1723432540893555,0.3019193708896637,sd
477,18,Person 1,"How wonderful! I have genuinely enjoyed our conversation and deeply appreciate the connection we've shared. Until we meet again, take care!","('fc',)",1.2112396955490112,0.2619238793849945,fc
477,19,Person 2,"As we part ways, please know that my thoughts and well-wishes remain with you, until we meet again.","('fc',)",1.197873830795288,0.4391710758209228,fc
