conv_id,turn_id,speaker,utterance,dialog_act,empathy,emotion,emotional_polarity,self_disclosure,empathy_mean,da,gen_utterance,gen_dialog_act,gen_empathy,gen_emotional_polarity,gen_da,diff_word_len,diff_empathy,diff_emotional_polarity,text_similarity,wc,gen_wc,ppl,da_category,gen_da_category
477,0,Person 1,"ahoy, what did you think about the article?","('qo',)",0.560234845,0.706659138,0.774597049,0.787016571,1.410603794,qo,Greetings! How did the article resonate with you and your thoughts?,"('fp', 'qo')",1.3174409391358466,0.4099177420139313,fp,3,0.7572060941358466,-0.3646793069860687,0.8584957089406763,8,11,48.08483123779297,question,forward
477,1,Person 2,"Hello, I do not find it shocking, when I go grocery shopping I find it kind of insane with how much food people have in their carts like no way they can eat it all","('sv',)",2.354839563,2.715030909,1.687318444,2.955718279,1.410603794,sv,"Greetings, I cannot help but feel astonished when I witness the sheer volume of food in people's carts during my grocery shopping trips, as it seems almost inconceivable that they could consume it all.","('sv',)",2.776302452827445,1.383820652961731,sv,-1,0.42146288982744506,-0.303497791038269,0.94426298873875,35,34,26.487245559692383,opinion,opinion
477,2,Person 1,"I agree, i am guilty of it myself to be honest","('aa',)",1.706108689,2.392849445,1.689476967,2.997327089,1.410603794,aa,"I wholeheartedly concur, and with a humble heart, I must admit that I, too, have been guilty of the same, to be completely transparent.","('sd',)",2.233776098032786,1.1904418468475342,sd,13,0.5276674090327862,-0.4990351201524658,0.8700987507933444,11,24,16.63859748840332,agreement,fact
477,3,Person 2,I am pretty good with sticking to my recipes and my list but I have a problem with produce since it seems to go bad a lot of the time before we have time to eat it,"('sd',)",1.720752954,2.016332388,1.209879398,3.090903997,1.410603794,sd,"It is truly commendable how diligently I adhere to my recipes and grocery list; however, it is disheartening to witness the perishable nature of produce, as it often deteriorates before there is an opportunity to savor its nourishing essence.","('sd',)",3.0679614798604145,0.9113850593566896,sd,2,1.3472085258604145,-0.2984943386433104,0.9121170424575704,37,39,24.33324432373047,fact,fact
477,4,Person 1,Do you just throw it away then?,"('qy',)",1.087586999,1.272931695,1.196428537,1.344572663,1.410603794,qy,Would you consider gently discarding it in that situation?,"('qy',)",1.6911645096191692,1.1718004941940308,qy,2,0.6035775106191692,-0.0246280428059693,0.8307912020626539,7,9,49.509742736816406,question,question
477,5,Person 2,I try to cut off the bad pieces but sometimes its not salvageable,"('sd',)",2.327995062,2.274957895,1.730832338,2.396507978,1.410603794,sd,"I make a heartfelt effort to remove the unfavorable parts, but regrettably, there are instances when it's beyond the scope of restoration.",(),2.3714561721752587,1.2076631784439087,none,9,0.04346111017525889,-0.5231691595560912,0.8477970920357543,13,22,44.3609619140625,fact,others
477,6,Person 1,"Nice, i usually just turn it into a shake of some sort!","('sd',)",1.457555532,2.106632471,0.419588238,2.129436255,1.410603794,sd,How lovely! It's delightful to hear that you creatively transform it into a delightful shake of some kind!,(),2.514366817731413,0.0696838870644569,none,6,1.0568112857314131,-0.3499043509355431,0.8599684073421573,12,18,102.6850128173828,fact,others
477,7,Person 2,"Thats a good idea, my neighbor has a little compost that she uses for a garden which is cool. What type of food do you waste the most of","('sd',)",1.960178614,1.95574224,0.465205133,2.451621532,1.410603794,sd,"It's truly heartwarming to know that your neighbor has thoughtfully embraced the practice of composting to nourish their garden. I'm curious, which type of food do you find yourself discarding the most?","('qo',)",2.6995177712302896,0.3057443499565124,qo,3,0.7393391572302896,-0.1594607830434876,0.8797883296716313,29,32,22.57306480407715,fact,question
477,8,Person 1,Vegetables and rice,"('sd',)",0.7548123,0.83744812,0.839649916,1.352275252,1.410603794,sd,"The humble vegetables and rice, when combined, create a nourishing and comforting meal that brings warmth and sustenance to countless individuals across the globe.","('sv',)",2.926726224371139,0.458648681640625,sv,21,2.1719139243711387,-0.381001234359375,0.8130011174504217,3,24,24.215614318847656,fact,opinion
477,9,Person 2,"Yea I have a problem with wasting pasta, i guess people need to be more conscious of when they think they are making too much of something","('aa', 'sv')",2.208585501,2.159866571,1.738406539,2.52358532,1.410603794,aa,"I wholeheartedly resonate with your concern! The act of wasting pasta indeed calls for a heightened awareness among individuals to be more mindful when preparing food, ensuring that they are not creating an excess that goes to waste.","('aa',)",2.925838627857127,0.830112636089325,aa,11,0.7172531268571269,-0.9082939029106752,0.8576605396609698,27,38,54.03441619873047,agreement,agreement
477,10,Person 1,True! What kind of food do you cook the most?,"('qw',)",1.085108995,1.335405707,0.479330629,1.416232347,1.410603794,qw,Absolutely! What type of nourishing meals do you enjoy preparing the most?,"('qw',)",1.3182547819379342,0.4195121824741363,qw,2,0.2331457869379343,-0.0598184465258637,0.910701738865758,10,12,37.246002197265625,question,question
477,11,Person 2,"I try to switch it up but I make steak, fish, quesadillas, chili, grilled chicken and then have to make a separate meal for my picky eaters","('sd',)",1.584086061,1.913880348,1.114394665,3.04852438,1.410603794,sd,"In my earnest efforts to diversify our meals, I lovingly prepare dishes such as steak, fish, quesadillas, chili, and grilled chicken, while also compassionately catering to the unique preferences of my cherished picky eaters by crafting separate meals just for them.","('sd',)",2.07423299487615,0.5017445087432861,sd,14,0.49014693387615016,-0.6126501562567139,0.8858744388409814,27,41,31.605592727661133,fact,fact
477,12,Person 1,That sounds delicious. I wish i knew how to make that,"('sv',)",2.476317644,3.044588327,0.584715247,2.410622835,1.410603794,sv,It warms my heart to hear that it sounds delicious. I genuinely wish I possessed the knowledge to create such a delightful dish.,"('sd',)",3.0975883987583996,0.4518854320049286,sd,12,0.6212707547583998,-0.1328298149950714,0.860253123162528,11,23,29.585538864135746,opinion,fact
477,13,Person 2,Which thing? What do you usually cook,"('qw',)",0.469551891,0.824924648,0.497411638,1.095483184,1.410603794,qw,Which delightful dish do you typically enjoy preparing and sharing with others?,"('qw',)",1.1888096651024924,0.3937093615531921,qw,5,0.7192577741024924,-0.1037022764468079,0.8440598660500185,7,12,101.61314392089844,question,question
477,14,Person 1,I usually just eat rice with some eggs. That's it,"('sd',)",1.331195593,1.505969882,0.851540565,2.797165632,1.410603794,sd,It is with a sense of simplicity and humble satisfaction that I often nourish myself with the modest yet wholesome combination of rice and eggs.,"('sd',)",2.259904131042332,0.4725968241691589,sd,15,0.9287085380423319,-0.3789437408308411,0.8664443777852335,10,25,44.98345184326172,fact,fact
477,15,Person 2,"For real? Learning how to cook is a very valuable tool, how old are you?","('aa', 'qw')",1.306407928,2.087439299,0.654570341,1.731624722,1.410603794,aa,"Indeed, I wholeheartedly concur! Acquiring the skill of cooking is truly invaluable. May I kindly inquire about your age?","('qy',)",1.6257414264211145,0.4583264291286468,qy,4,0.31933349842111447,-0.1962439118713532,0.8936830577375494,15,19,56.98347473144531,agreement,question
